SESSO,DATA IMMIGRAZIONE,COMUNE DI PROVENIENZA,PROVINCIA DI PROVENIENZA,STATO DI PROVENIENZA
F,30-03-2020,CAORLE,VE,ITALIA
F,07-04-2020,TRECATE,NO,ITALIA
F,07-04-2020,TRECATE,NO,ITALIA
M,07-04-2020,TRECATE,NO,ITALIA
M,07-04-2020,ANNONE VENETO,VE,ITALIA
F,07-04-2020,OCCHIOBELLO,RO,ITALIA
F,08-04-2020,PORTOGRUARO,VE,ITALIA
F,14-04-2020,CAORLE,VE,ITALIA
M,14-04-2020,CAORLE,VE,ITALIA
M,14-04-2020,CAORLE,VE,ITALIA
M,14-04-2020,CAORLE,VE,ITALIA
M,17-04-2020,ODERZO,TV,ITALIA
F,29-04-2020,TREVISO,TV,ITALIA
F,29-04-2020,SAN DONÀ DI PIAVE,VE,ITALIA
M,04-05-2020,CAORLE,VE,ITALIA
M,08-05-2020,FONTANAFREDDA,PN,ITALIA
F,11-05-2020,CAORLE,VE,ITALIA
M,11-05-2020,CAORLE,VE,ITALIA
M,11-05-2020,CAORLE,VE,ITALIA
F,12-05-2020,,,INDIA
M,13-05-2020,ERACLEA,VE,ITALIA
M,13-05-2020,ERACLEA,VE,ITALIA
F,13-05-2020,ERACLEA,VE,ITALIA
F,13-05-2020,SAN DONÀ DI PIAVE,VE,ITALIA
M,13-05-2020,SAN DONÀ DI PIAVE,VE,ITALIA
M,15-05-2020,SESTO AL REGHENA,PN,ITALIA
M,18-05-2020,SALGAREDA,TV,ITALIA
F,18-05-2020,SALGAREDA,TV,ITALIA
M,18-05-2020,SALGAREDA,TV,ITALIA
F,18-05-2020,SALGAREDA,TV,ITALIA
M,21-05-2020,PORTOGRUARO,VE,ITALIA
F,26-05-2020,TORRE DI MOSTO,VE,ITALIA
M,26-05-2020,CAORLE,VE,ITALIA
F,26-05-2020,CAORLE,VE,ITALIA
F,27-05-2020,CAORLE,VE,ITALIA
F,27-05-2020,CAORLE,VE,ITALIA
M,27-05-2020,CAORLE,VE,ITALIA
F,27-05-2020,CAORLE,VE,ITALIA
M,28-05-2020,PORTOGRUARO,VE,ITALIA
F,28-05-2020,PRAMAGGIORE,VE,ITALIA
F,29-05-2020,SAN DONÀ DI PIAVE,VE,ITALIA
M,29-05-2020,SAN DONÀ DI PIAVE,VE,ITALIA
F,29-05-2020,GAIARINE,TV,ITALIA
M,01-06-2020,CAORLE,VE,ITALIA
F,03-06-2020,CINTO CAOMAGGIORE,VE,ITALIA
F,03-06-2020,PORTOGRUARO,VE,ITALIA
F,03-06-2020,MELZO,MI,ITALIA
M,05-06-2020,ANNONE VENETO,VE,ITALIA
F,08-06-2020,PORTOGRUARO,VE,ITALIA
M,12-06-2020,,,GERMANIA
M,12-06-2020,MOTTA DI LIVENZA,TV,ITALIA
M,12-06-2020,TORRE DI MOSTO,VE,ITALIA
F,13-06-2020,VENEZIA,VE,ITALIA
M,16-06-2020,CAORLE,VE,ITALIA
F,17-06-2020,SAN DONÀ DI PIAVE,VE,ITALIA
F,22-06-2020,SAN DONÀ DI PIAVE,VE,ITALIA
M,23-06-2020,LIVERI,,ITALIA
F,23-06-2020,LIVERI,,ITALIA
F,23-06-2020,CAORLE,VE,ITALIA
M,23-06-2020,,,SLOVENIA
F,25-06-2020,PRAVISDOMINI,PN,ITALIA
F,25-06-2020,RIVIGNANO TEOR,UD,ITALIA
F,25-06-2020,PRAVISDOMINI,PN,ITALIA
M,26-06-2020,,,ECUADOR
M,27-06-2020,CASSANO ALL'IONIO,CS,ITALIA
M,29-06-2020,CAORLE,VE,ITALIA
F,01-07-2020,CAORLE,VE,ITALIA
F,01-07-2020,CAORLE,VE,ITALIA
M,02-07-2020,CAORLE,VE,ITALIA
F,04-07-2020,,,
M,06-07-2020,,,MACEDONIA DEL NORD
F,10-07-2020,TORRE DI MOSTO,VE,ITALIA
F,13-07-2020,TORRE DI MOSTO,VE,ITALIA
M,14-07-2020,ANNONE VENETO,VE,ITALIA
F,21-07-2020,TORRE DI MOSTO,VE,ITALIA
F,21-07-2020,TORRE DI MOSTO,VE,ITALIA
F,23-07-2020,CHIARANO,TV,ITALIA
M,27-07-2020,,,
F,29-07-2020,DISO,LE,ITALIA
M,29-07-2020,DISO,LE,ITALIA
F,31-07-2020,POLCENIGO,PN,ITALIA
F,31-07-2020,POLCENIGO,PN,ITALIA
F,31-07-2020,POLCENIGO,PN,ITALIA
F,01-08-2020,PORCIA,PN,ITALIA
M,01-08-2020,PORCIA,PN,ITALIA
F,01-08-2020,PORCIA,PN,ITALIA
F,01-08-2020,MOTTA DI LIVENZA,TV,ITALIA
F,01-08-2020,PORCIA,PN,ITALIA
F,04-08-2020,SAN DONÀ DI PIAVE,VE,ITALIA
M,05-08-2020,,,MAROCCO
M,05-08-2020,LATINA,LT,ITALIA
F,05-08-2020,LATINA,LT,ITALIA
F,05-08-2020,LATINA,LT,ITALIA
M,05-08-2020,LATINA,LT,ITALIA
F,05-08-2020,LATINA,LT,ITALIA
M,05-08-2020,SESTO SAN GIOVANNI,MI,ITALIA
M,09-08-2020,ANNONE VENETO,VE,ITALIA
M,11-08-2020,CORDENONS,PN,ITALIA
F,13-08-2020,ERACLEA,VE,ITALIA
F,14-08-2020,MARENO DI PIAVE,TV,ITALIA
M,17-08-2020,RECANATI,MC,ITALIA
F,19-08-2020,,,
F,20-08-2020,CONCORDIA SAGITTARIA,VE,ITALIA
M,20-08-2020,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
F,27-08-2020,ANNONE VENETO,VE,ITALIA
M,27-08-2020,TORRE DI MOSTO,VE,ITALIA
M,27-08-2020,STRESA,VB,ITALIA
M,27-08-2020,STRESA,VB,ITALIA
M,29-08-2020,CONCORDIA SAGITTARIA,VE,ITALIA
F,31-08-2020,CAORLE,VE,ITALIA
F,01-09-2020,CONCORDIA SAGITTARIA,VE,ITALIA
M,02-09-2020,CAORLE,VE,ITALIA
F,04-09-2020,CAORLE,VE,ITALIA
F,04-09-2020,CAORLE,VE,ITALIA
M,04-09-2020,CAORLE,VE,ITALIA
F,05-09-2020,,,ALBANIA
F,10-09-2020,MESSINA,ME,ITALIA
F,10-09-2020,FOSSALTA DI PIAVE,VE,ITALIA
F,11-09-2020,CAORLE,VE,ITALIA
M,12-09-2020,PORTOGRUARO,VE,ITALIA
F,15-09-2020,ALESSANDRIA,AL,ITALIA
F,17-09-2020,CAORLE,VE,ITALIA
M,17-09-2020,CAORLE,VE,ITALIA
F,17-09-2020,CAORLE,VE,ITALIA
M,18-09-2020,,,ALBANIA
F,19-09-2020,,,
F,24-09-2020,,,MAROCCO
M,24-09-2020,ANNONE VENETO,VE,ITALIA
F,01-10-2020,MOTTA DI LIVENZA,TV,ITALIA
F,01-10-2020,CESSALTO,TV,ITALIA
F,01-10-2020,CESSALTO,TV,ITALIA
M,06-10-2020,,,
F,06-10-2020,MOTTA DI LIVENZA,TV,ITALIA
M,06-10-2020,MILANO,MI,ITALIA
F,06-10-2020,MILANO,MI,ITALIA
M,06-10-2020,CHIARANO,TV,ITALIA
F,06-10-2020,CONCORDIA SAGITTARIA,VE,ITALIA
F,06-10-2020,CONCORDIA SAGITTARIA,VE,ITALIA
M,06-10-2020,CONCORDIA SAGITTARIA,VE,ITALIA
M,06-10-2020,CONCORDIA SAGITTARIA,VE,ITALIA
M,06-10-2020,CONCORDIA SAGITTARIA,VE,ITALIA
M,06-10-2020,MOTTA DI LIVENZA,TV,ITALIA
F,06-10-2020,CONCORDIA SAGITTARIA,VE,ITALIA
M,07-10-2020,,,
F,07-10-2020,,,
M,07-10-2020,MOTTA DI LIVENZA,TV,ITALIA
F,07-10-2020,CARMIANO,LE,ITALIA
F,10-10-2020,LURAGO MARINONE,CO,ITALIA
M,10-10-2020,LECCO,LC,ITALIA
M,12-10-2020,,,MAROCCO
F,12-10-2020,MARTELLAGO,VE,ITALIA
M,13-10-2020,ORMELLE,TV,ITALIA
F,13-10-2020,RIMINI,RN,ITALIA
M,15-10-2020,CONCORDIA SAGITTARIA,VE,ITALIA
F,15-10-2020,GALLIERA VENETA,PD,ITALIA
M,15-10-2020,,,
F,19-10-2020,BRESSO,MI,ITALIA
F,19-10-2020,,,KOSOVO
F,19-10-2020,,,KOSOVO
M,20-10-2020,JESOLO,VE,ITALIA
F,20-10-2020,,,
M,26-10-2020,CESSALTO,TV,ITALIA
M,02-11-2020,PISA,PI,ITALIA
F,04-11-2020,SAN DONÀ DI PIAVE,VE,ITALIA
M,04-11-2020,PRAMAGGIORE,VE,ITALIA
M,05-11-2020,PORTOGRUARO,VE,ITALIA
F,07-11-2020,COAZZE,TO,ITALIA
M,07-11-2020,COAZZE,TO,ITALIA
M,07-11-2020,COAZZE,TO,ITALIA
F,07-11-2020,COAZZE,TO,ITALIA
F,08-11-2020,CAORLE,VE,ITALIA
M,08-11-2020,AZZANO DECIMO,PN,ITALIA
F,08-11-2020,CASTELFRANCO VENETO,TV,ITALIA
M,09-11-2020,TRENTO,TN,ITALIA
F,09-11-2020,TRENTO,TN,ITALIA
F,09-11-2020,TRENTO,TN,ITALIA
F,09-11-2020,CAMPOLONGO MAGGIORE,VE,ITALIA
M,10-11-2020,MOTTA DI LIVENZA,TV,ITALIA
F,10-11-2020,PORTOGRUARO,VE,ITALIA
M,10-11-2020,CAORLE,VE,ITALIA
F,17-11-2020,CAORLE,VE,ITALIA
F,17-11-2020,,,
F,18-11-2020,CAORLE,VE,ITALIA
M,18-11-2020,CAORLE,VE,ITALIA
M,18-11-2020,CAORLE,VE,ITALIA
M,19-11-2020,CAORLE,VE,ITALIA
M,19-11-2020,CAORLE,VE,ITALIA
F,19-11-2020,CAORLE,VE,ITALIA
F,19-11-2020,L'AQUILA,AQ,ITALIA
F,23-11-2020,MUSILE DI PIAVE,VE,ITALIA
F,24-11-2020,PORTOGRUARO,VE,ITALIA
F,24-11-2020,PORTOGRUARO,VE,ITALIA
M,24-11-2020,PORTOGRUARO,VE,ITALIA
M,24-11-2020,PORTOGRUARO,VE,ITALIA
M,24-11-2020,PORTOGRUARO,VE,ITALIA
F,25-11-2020,CHIARANO,TV,ITALIA
M,25-11-2020,CHIARANO,TV,ITALIA
M,25-11-2020,CHIARANO,TV,ITALIA
F,25-11-2020,CHIARANO,TV,ITALIA
M,25-11-2020,TORRE DI MOSTO,VE,ITALIA
M,27-11-2020,TEGLIO VENETO,VE,ITALIA
F,28-11-2020,MOTTA DI LIVENZA,TV,ITALIA
F,28-11-2020,PIEVE DI TECO,IM,ITALIA
M,28-11-2020,MOTTA DI LIVENZA,TV,ITALIA
M,01-12-2020,,,NIGERIA
F,01-12-2020,LATISANA,UD,ITALIA
F,01-12-2020,FIUME VENETO,PN,ITALIA
F,03-12-2020,ARDEA,RM,ITALIA
M,03-12-2020,ARDEA,RM,ITALIA
F,14-12-2020,TORRE DI MOSTO,VE,ITALIA
M,14-12-2020,MOTTA DI LIVENZA,TV,ITALIA
F,16-12-2020,SALGAREDA,TV,ITALIA
M,16-12-2020,SALGAREDA,TV,ITALIA
F,16-12-2020,SALGAREDA,TV,ITALIA
M,16-12-2020,SALGAREDA,TV,ITALIA
F,16-12-2020,SALGAREDA,TV,ITALIA
M,17-12-2020,SAN VITO AL TAGLIAMENTO,PN,ITALIA
F,17-12-2020,UDINE,UD,ITALIA
F,18-12-2020,PASIANO DI PORDENONE,PN,ITALIA
M,18-12-2020,CINTO CAOMAGGIORE,VE,ITALIA
F,21-12-2020,MOTTA DI LIVENZA,TV,ITALIA
F,21-12-2020,MOTTA DI LIVENZA,TV,ITALIA
F,24-12-2020,CAORLE,VE,ITALIA
F,29-12-2020,CAORLE,VE,ITALIA
M,30-12-2020,CAORLE,VE,ITALIA
M,30-12-2020,CAORLE,VE,ITALIA
F,30-12-2020,CAORLE,VE,ITALIA
F,30-12-2020,CAORLE,VE,ITALIA
M,04-01-2021,CASSACCO,UD,ITALIA
M,04-01-2021,CASSACCO,UD,ITALIA
M,04-01-2021,CHIARANO,TV,ITALIA
F,04-01-2021,CHIARANO,TV,ITALIA
F,04-01-2021,CASSACCO,UD,ITALIA
M,05-01-2021,ARQUÀ PETRARCA,PD,ITALIA
F,05-01-2021,ARQUÀ PETRARCA,PD,ITALIA
F,08-01-2021,PORTOGRUARO,VE,ITALIA
M,08-01-2021,PORTICO DI CASERTA,CE,ITALIA
F,08-01-2021,PORTICO DI CASERTA,CE,ITALIA
M,09-01-2021,SAN DONÀ DI PIAVE,VE,ITALIA
M,09-01-2021,SAN DONÀ DI PIAVE,VE,ITALIA
F,09-01-2021,MOGLIANO VENETO,TV,ITALIA
F,09-01-2021,SAN DONÀ DI PIAVE,VE,ITALIA
F,09-01-2021,PRAVISDOMINI,PN,ITALIA
M,09-01-2021,PRAVISDOMINI,PN,ITALIA
F,13-01-2021,CEGGIA,VE,ITALIA
F,14-01-2021,CAORLE,VE,ITALIA
F,14-01-2021,CAORLE,VE,ITALIA
M,14-01-2021,CAORLE,VE,ITALIA
F,18-01-2021,JESOLO,VE,ITALIA
M,20-01-2021,LATISANA,UD,ITALIA
M,20-01-2021,LATISANA,UD,ITALIA
M,20-01-2021,ODERZO,TV,ITALIA
F,20-01-2021,LATISANA,UD,ITALIA
M,21-01-2021,GORGO AL MONTICANO,TV,ITALIA
M,21-01-2021,ROCCAFORZATA,TA,ITALIA
F,21-01-2021,ROCCAFORZATA,TA,ITALIA
M,21-01-2021,,,MAROCCO
M,23-01-2021,ERACLEA,VE,ITALIA
F,23-01-2021,ERACLEA,VE,ITALIA
F,25-01-2021,SESTO SAN GIOVANNI,MI,ITALIA
M,25-01-2021,SESTO SAN GIOVANNI,MI,ITALIA
F,04-02-2021,TORREBELVICINO,VI,ITALIA
F,11-02-2021,SAN DONÀ DI PIAVE,VE,ITALIA
F,17-02-2021,NOVI LIGURE,AL,ITALIA
M,17-02-2021,CAORLE,VE,ITALIA
F,19-02-2021,PORTOGRUARO,VE,ITALIA
F,19-02-2021,CESSALTO,TV,ITALIA
F,22-02-2021,PRAMAGGIORE,VE,ITALIA
M,24-02-2021,ASOLA,MN,ITALIA
F,25-02-2021,NOVENTA DI PIAVE,VE,ITALIA
F,03-03-2021,CAORLE,VE,ITALIA
F,03-03-2021,CAORLE,VE,ITALIA
F,04-03-2021,VILLORBA,TV,ITALIA
F,05-03-2021,SARMEDE,TV,ITALIA
M,05-03-2021,ANNONE VENETO,VE,ITALIA
F,08-03-2021,,,
F,08-03-2021,,,
F,08-03-2021,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
F,09-03-2021,,,
M,10-03-2021,SAN VENDEMIANO,TV,ITALIA
F,11-03-2021,MEDUNA DI LIVENZA,TV,ITALIA
M,12-03-2021,MOTTA DI LIVENZA,TV,ITALIA
M,12-03-2021,MOTTA DI LIVENZA,TV,ITALIA
F,12-03-2021,MOTTA DI LIVENZA,TV,ITALIA
F,12-03-2021,MOTTA DI LIVENZA,TV,ITALIA
F,13-03-2021,MORSANO AL TAGLIAMENTO,PN,ITALIA
F,16-03-2021,CAORLE,VE,ITALIA
F,19-03-2021,CINTO CAOMAGGIORE,VE,ITALIA
M,19-03-2021,CINTO CAOMAGGIORE,VE,ITALIA
F,22-03-2021,CORDENONS,PN,ITALIA
F,22-03-2021,CORDENONS,PN,ITALIA
M,23-03-2021,SAN DONÀ DI PIAVE,VE,ITALIA
F,23-03-2021,GORIZIA,GO,ITALIA
F,23-03-2021,SAN DONÀ DI PIAVE,VE,ITALIA
M,23-03-2021,AZZANO DECIMO,PN,ITALIA
M,23-03-2021,AZZANO DECIMO,PN,ITALIA
F,23-03-2021,AZZANO DECIMO,PN,ITALIA
F,23-03-2021,AZZANO DECIMO,PN,ITALIA
F,23-03-2021,TORRE DI MOSTO,VE,ITALIA
F,25-03-2021,SAN DONÀ DI PIAVE,VE,ITALIA
F,27-03-2021,TORRE DI MOSTO,VE,ITALIA
M,30-03-2021,,,
F,31-03-2021,VENEZIA,VE,ITALIA
F,31-03-2021,SCORZÈ,VE,ITALIA
F,01-04-2021,CAORLE,VE,ITALIA
M,01-04-2021,TRIESTE,TS,ITALIA
F,06-04-2021,,,REPUBBLICA POPOLARE CINESE
F,07-04-2021,CASARSA DELLA DELIZIA,PN,ITALIA
M,13-04-2021,MONFALCONE,GO,ITALIA
M,13-04-2021,CINTO CAOMAGGIORE,VE,ITALIA
M,14-04-2021,,,
F,16-04-2021,ERACLEA,VE,ITALIA
M,17-04-2021,,,MACEDONIA DEL NORD
M,17-04-2021,,,MACEDONIA DEL NORD
F,17-04-2021,,,MACEDONIA DEL NORD
M,17-04-2021,PORTOGRUARO,VE,ITALIA
M,19-04-2021,SAN DONÀ DI PIAVE,VE,ITALIA
F,19-04-2021,CAORLE,VE,ITALIA
M,19-04-2021,CONCORDIA SAGITTARIA,VE,ITALIA
M,20-04-2021,ANNONE VENETO,VE,ITALIA
M,23-04-2021,TORRE DI MOSTO,VE,ITALIA
M,26-04-2021,CAORLE,VE,ITALIA
F,27-04-2021,MOTTA DI LIVENZA,TV,ITALIA
M,28-04-2021,UDINE,UD,ITALIA
M,30-04-2021,CAORLE,VE,ITALIA
