Sesso,DataImmigrazione,LuogoProvenienza,Provincia,Stato
M,31/10/2011,MANIAGO ,PN,ITALIA
M,27/05/2000,MANIAGO ,PN,ITALIA
M,04/08/2004,MANIAGO ,PN,ITALIA
F,02/05/2011,MANIAGO ,PN,ITALIA
M,02/08/2004,MANIAGO ,PN,ITALIA
M,02/05/2011,MANIAGO ,PN,ITALIA
M,02/05/2011,MANIAGO ,PN,ITALIA
M,16/11/2011,MANOCALZATI ,AV,ITALIA
M,17/07/2006,MANSUÈ ,TV,ITALIA
M,17/07/2018,MANSUÈ ,TV,ITALIA
M,05/01/2015,MANSUÈ ,TV,ITALIA
M,21/09/2010,MANSUÈ ,TV,ITALIA
M,29/03/2003,MANSUÈ ,TV,ITALIA
M,20/03/2007,MANSUÈ ,TV,ITALIA
M,13/02/2018,MANTOVA ,MN,ITALIA
F,12/11/2019,MANTOVA ,MN,ITALIA
F,21/12/1999,MANZANO ,UD,ITALIA
M,21/12/1999,MANZANO ,UD,ITALIA
M,21/12/1999,MANZANO ,UD,ITALIA
M,16/07/2007,MANZANO ,UD,ITALIA
M,18/08/2001,MANZIANA ,RM,ITALIA
F,12/07/2018,MANZIANA ,RM,ITALIA
F,12/07/2018,MANZIANA ,RM,ITALIA
F,12/07/2018,MANZIANA ,RM,ITALIA
M,12/07/2018,MANZIANA ,RM,ITALIA
F,18/08/2001,MANZIANA ,RM,ITALIA
M,19/01/2007,MANZIANA ,RM,ITALIA
M,06/08/2003,MARANO DI NAPOLI ,NA,ITALIA
M,04/01/2011,MARANO DI NAPOLI ,NA,ITALIA
F,30/10/2007,MARANO LAGUNARE ,UD,ITALIA
M,13/01/2009,MARANO LAGUNARE ,UD,ITALIA
F,27/04/2010,MARANO LAGUNARE ,UD,ITALIA
F,13/01/2009,MARANO LAGUNARE ,UD,ITALIA
M,27/01/2006,MARANO LAGUNARE ,UD,ITALIA
F,24/01/2008,MARANO LAGUNARE ,UD,ITALIA
M,28/04/2003,MARANO SUL PANARO ,MO,ITALIA
M,20/11/2003,MARANO SUL PANARO ,MO,ITALIA
M,02/10/2000,MARANO SUL PANARO ,MO,ITALIA
F,10/01/2004,MARANO SUL PANARO ,MO,ITALIA
F,15/09/2015,MARATEA ,PZ,ITALIA
F,04/04/2011,MARATEA ,PZ,ITALIA
M,24/11/2010,MARATEA ,PZ,ITALIA
F,05/04/2004,MARCELLINA ,RM,ITALIA
M,05/07/2004,MARCELLINA ,RM,ITALIA
M,16/12/2008,MARCIANISE ,CE,ITALIA
M,04/06/2012,MARCIANISE ,CE,ITALIA
M,12/07/2011,MARCIANISE ,CE,ITALIA
M,25/01/2006,MARCIANISE ,CE,ITALIA
M,02/07/2009,MARCIANISE ,CE,ITALIA
M,19/01/2008,MARCIANISE ,CE,ITALIA
M,20/02/2012,MARCIANISE ,CE,ITALIA
M,02/01/2001,MARCIANISE ,CE,ITALIA
F,08/02/2010,MARCIANISE ,CE,ITALIA
F,01/02/2014,MARCIANISE ,CE,ITALIA
M,31/01/2005,MARCIANISE ,CE,ITALIA
M,18/08/2001,MARCIANISE ,CE,ITALIA
M,01/04/2008,MARCIANISE ,CE,ITALIA
F,06/09/2000,MARCIANISE ,CE,ITALIA
F,12/07/2011,MARCIANISE ,CE,ITALIA
M,06/09/2000,MARCIANISE ,CE,ITALIA
F,06/09/2000,MARCIANISE ,CE,ITALIA
M,06/09/2000,MARCIANISE ,CE,ITALIA
F,24/10/2009,MARCIANISE ,CE,ITALIA
M,19/02/2007,MARCIANO DELLA CHIANA ,AR,ITALIA
M,16/10/2020,MARCON ,VE,ITALIA
M,09/12/2013,MARCON ,VE,ITALIA
F,16/10/2020,MARCON ,VE,ITALIA
M,24/09/2007,MARCON ,VE,ITALIA
M,21/09/2007,MARCON ,VE,ITALIA
F,28/07/2007,MARCON ,VE,ITALIA
F,11/06/2008,MARCON ,VE,ITALIA
F,09/02/2018,MARCON ,VE,ITALIA
F,13/03/2020,MARCON ,VE,ITALIA
M,01/02/2012,MARCON ,VE,ITALIA
M,27/11/2019,MARCON ,VE,ITALIA
F,17/09/2007,MARCON ,VE,ITALIA
F,09/09/2010,MARCON ,VE,ITALIA
F,21/06/2000,MARENO DI PIAVE ,TV,ITALIA
M,03/07/2017,MARENO DI PIAVE ,TV,ITALIA
F,28/03/2018,MARENO DI PIAVE ,TV,ITALIA
M,28/03/2018,MARENO DI PIAVE ,TV,ITALIA
F,28/03/2018,MARENO DI PIAVE ,TV,ITALIA
M,13/09/2008,MARENO DI PIAVE ,TV,ITALIA
M,08/06/2011,MARENO DI PIAVE ,TV,ITALIA
M,01/12/2018,MARENO DI PIAVE ,TV,ITALIA
M,29/10/2002,MARIGLIANELLA ,NA,ITALIA
M,19/12/2002,MARINEO ,PA,ITALIA
M,08/08/2003,MARINO ,RM,ITALIA
F,08/08/2003,MARINO ,RM,ITALIA
F,08/08/2003,MARINO ,RM,ITALIA
M,09/12/1999,MARINO ,RM,ITALIA
F,08/08/2003,MARINO ,RM,ITALIA
F,06/03/2003,MAROCCO,,MAROCCO
F,12/06/2013,MAROCCO,,MAROCCO
M,26/06/2004,MAROCCO,,MAROCCO
M,10/07/2002,MAROCCO,,MAROCCO
F,24/04/2008,MAROCCO,,MAROCCO
M,06/05/2016,MAROCCO,,MAROCCO
M,20/05/2011,MAROCCO,,MAROCCO
M,08/10/2001,MAROCCO,,MAROCCO
M,21/07/2016,MAROCCO,,MAROCCO
F,21/07/2016,MAROCCO,,MAROCCO
M,22/01/2009,MAROCCO,,MAROCCO
F,27/02/2001,MAROCCO,,MAROCCO
F,27/03/2009,MAROCCO,,MAROCCO
M,07/04/2010,MAROCCO,,MAROCCO
F,02/07/2004,MAROCCO,,MAROCCO
F,09/10/2003,MAROCCO,,MAROCCO
F,08/07/2008,MAROCCO,,MAROCCO
F,18/09/2017,MAROCCO,,MAROCCO
M,22/11/2004,MAROCCO,,MAROCCO
F,13/01/2007,MAROCCO,,MAROCCO
F,27/07/2006,MAROCCO,,MAROCCO
F,05/02/2018,MAROCCO,,MAROCCO
M,15/09/2003,MAROCCO,,MAROCCO
F,26/07/2008,MAROCCO,,MAROCCO
F,13/11/2018,MAROCCO,,MAROCCO
F,02/09/2013,MAROCCO,,MAROCCO
M,20/03/2009,MAROCCO,,MAROCCO
M,20/03/2009,MAROCCO,,MAROCCO
F,19/06/2017,MAROCCO,,MAROCCO
F,30/12/2015,MAROCCO,,MAROCCO
M,24/02/2001,MAROCCO,,MAROCCO
F,29/12/2008,MAROCCO,,MAROCCO
F,08/04/2003,MAROCCO,,MAROCCO
M,19/11/2008,MAROCCO,,MAROCCO
F,19/11/2008,MAROCCO,,MAROCCO
F,19/11/2008,MAROCCO,,MAROCCO
M,19/11/2008,MAROCCO,,MAROCCO
F,18/01/2006,MAROCCO,,MAROCCO
F,15/09/2003,MAROCCO,,MAROCCO
F,27/08/2010,MAROCCO,,MAROCCO
M,14/09/2010,MAROCCO,,MAROCCO
F,10/10/2018,MAROCCO,,MAROCCO
M,09/10/2003,MAROCCO,,MAROCCO
M,04/04/2011,MAROCCO,,MAROCCO
F,28/08/2008,MAROCCO,,MAROCCO
M,23/07/2007,MAROCCO,,MAROCCO
M,11/07/2013,MAROCCO,,MAROCCO
M,18/02/2015,MAROCCO,,MAROCCO
F,30/01/2002,MAROCCO,,MAROCCO
F,11/07/2013,MAROCCO,,MAROCCO
F,12/01/2012,MAROCCO,,MAROCCO
F,21/09/2013,MAROCCO,,MAROCCO
F,19/10/2009,MAROCCO,,MAROCCO
F,30/07/2010,MAROCCO,,MAROCCO
F,27/11/2001,MAROCCO,,MAROCCO
M,27/11/2001,MAROCCO,,MAROCCO
F,17/10/2002,MAROCCO,,MAROCCO
F,03/01/2013,MAROCCO,,MAROCCO
M,27/12/2018,MAROCCO,,MAROCCO
F,30/03/2002,MAROCCO,,MAROCCO
F,30/03/2011,MAROCCO,,MAROCCO
M,08/04/2013,MAROCCO,,MAROCCO
M,26/05/2010,MAROCCO,,MAROCCO
M,14/11/2016,MAROCCO,,MAROCCO
M,02/10/2007,MAROCCO,,MAROCCO
F,13/02/2009,MAROCCO,,MAROCCO
M,20/05/2005,MAROCCO,,MAROCCO
M,20/10/2003,MAROCCO,,MAROCCO
M,06/07/2005,MAROCCO,,MAROCCO
F,20/05/2005,MAROCCO,,MAROCCO
M,16/04/2009,MAROCCO,,MAROCCO
F,05/03/2004,MAROCCO,,MAROCCO
M,16/07/2018,MAROCCO,,MAROCCO
F,16/07/2018,MAROCCO,,MAROCCO
M,28/04/2004,MAROCCO,,MAROCCO
M,20/07/2007,MAROCCO,,MAROCCO
F,31/03/2006,MAROCCO,,MAROCCO
F,10/02/2010,MAROCCO,,MAROCCO
M,09/05/2008,MAROCCO,,MAROCCO
M,04/12/2013,MAROCCO,,MAROCCO
M,02/11/2011,MAROCCO,,MAROCCO
F,29/12/2008,MAROCCO,,MAROCCO
M,11/04/2005,MAROCCO,,MAROCCO
M,07/12/2002,MAROCCO,,MAROCCO
F,29/06/2010,MAROCCO,,MAROCCO
M,16/06/2004,MAROCCO,,MAROCCO
M,08/10/2010,MAROCCO,,MAROCCO
F,10/02/2014,MAROCCO,,MAROCCO
M,21/01/2009,MAROCCO,,MAROCCO
M,18/11/2019,MAROCCO,,MAROCCO
M,27/05/2009,MAROCCO,,MAROCCO
F,16/11/2011,MAROCCO,,MAROCCO
F,04/12/2004,MAROCCO,,MAROCCO
F,28/11/2007,MAROCCO,,MAROCCO
M,11/05/2002,MAROCCO,,MAROCCO
M,12/09/2006,MAROCCO,,MAROCCO
M,25/09/2003,MAROCCO,,MAROCCO
M,05/07/2003,MAROCCO,,MAROCCO
F,01/10/2013,MAROCCO,,MAROCCO
F,13/11/2013,MAROCCO,,MAROCCO
F,16/09/2006,MAROCCO,,MAROCCO
F,12/04/2001,MAROCCO,,MAROCCO
M,21/12/2010,MAROCCO,,MAROCCO
F,04/02/2015,MAROCCO,,MAROCCO
F,04/09/2009,MAROCCO,,MAROCCO
M,04/03/2004,MAROCCO,,MAROCCO
F,09/10/2019,MAROCCO,,MAROCCO
M,28/10/2004,MAROCCO,,MAROCCO
M,11/09/2009,MAROCCO,,MAROCCO
M,28/05/2004,MAROCCO,,MAROCCO
M,28/09/2005,MAROCCO,,MAROCCO
F,29/04/2020,MAROCCO,,MAROCCO
F,28/05/2004,MAROCCO,,MAROCCO
M,21/07/2007,MAROCCO,,MAROCCO
F,28/05/2004,MAROCCO,,MAROCCO
M,28/08/2002,MAROCCO,,MAROCCO
M,22/08/2011,MAROCCO,,MAROCCO
M,27/02/2013,MAROCCO,,MAROCCO
F,17/03/2010,MAROCCO,,MAROCCO
F,03/06/2005,MAROCCO,,MAROCCO
F,14/11/2016,MAROCCO,,MAROCCO
F,05/04/2005,MAROCCO,,MAROCCO
F,28/05/2004,MAROCCO,,MAROCCO
F,05/01/2017,MAROCCO,,MAROCCO
M,21/09/2007,MAROCCO,,MAROCCO
M,25/06/2016,MAROCCO,,MAROCCO
M,16/11/2011,MAROCCO,,MAROCCO
M,07/05/2002,MAROCCO,,MAROCCO
M,03/08/2006,MAROCCO,,MAROCCO
M,24/04/2004,MAROCCO,,MAROCCO
F,12/09/2012,MAROCCO,,MAROCCO
M,28/09/2015,MAROCCO,,MAROCCO
M,08/04/2003,MAROCCO,,MAROCCO
M,08/04/2003,MAROCCO,,MAROCCO
M,08/04/2003,MAROCCO,,MAROCCO
F,27/07/2005,MAROCCO,,MAROCCO
M,16/05/2006,MAROCCO,,MAROCCO
F,03/02/2014,MAROCCO,,MAROCCO
M,13/08/2003,MAROCCO,,MAROCCO
F,20/04/2011,MAROCCO,,MAROCCO
F,22/01/2003,MAROCCO,,MAROCCO
F,13/11/2013,MAROCCO,,MAROCCO
M,03/01/2011,MAROCCO,,MAROCCO
M,27/08/2005,MAROCCO,,MAROCCO
M,28/01/2009,MAROCCO,,MAROCCO
M,02/08/2008,MAROCCO,,MAROCCO
F,30/03/2002,MAROCCO,,MAROCCO
F,30/03/2002,MAROCCO,,MAROCCO
M,24/04/2008,MAROCCO,,MAROCCO
F,07/12/2002,MAROCCO,,MAROCCO
M,09/12/2008,MAROCCO,,MAROCCO
F,21/05/2013,MAROCCO,,MAROCCO
F,09/05/2008,MAROCCO,,MAROCCO
F,18/12/2010,MAROCCO,,MAROCCO
M,25/06/2011,MAROCCO,,MAROCCO
M,23/02/2008,MAROCCO,,MAROCCO
F,29/01/2005,MAROCCO,,MAROCCO
M,10/10/2018,MAROCCO,,MAROCCO
F,10/10/2018,MAROCCO,,MAROCCO
M,10/10/2018,MAROCCO,,MAROCCO
M,12/08/2003,MAROCCO,,MAROCCO
F,28/10/2008,MAROCCO,,MAROCCO
M,18/10/2003,MAROCCO,,MAROCCO
M,02/07/2007,MAROCCO,,MAROCCO
F,03/02/2014,MAROCCO,,MAROCCO
M,19/04/2016,MAROCCO,,MAROCCO
M,07/01/2017,MAROCCO,,MAROCCO
F,02/01/2008,MAROCCO,,MAROCCO
M,19/07/2003,MAROCCO,,MAROCCO
F,28/10/2006,MAROCCO,,MAROCCO
M,12/04/2001,MAROCCO,,MAROCCO
F,09/10/2001,MAROCCO,,MAROCCO
M,12/04/2001,MAROCCO,,MAROCCO
F,27/11/2001,MAROCCO,,MAROCCO
M,16/01/2019,MAROCCO,,MAROCCO
M,24/05/2004,MAROCCO,,MAROCCO
F,18/08/2004,MAROCCO,,MAROCCO
M,30/03/2011,MAROCCO,,MAROCCO
M,22/06/2013,MAROCCO,,MAROCCO
F,03/06/2015,MAROCCO,,MAROCCO
F,04/04/2002,MAROCCO,,MAROCCO
M,01/09/2003,MAROCCO,,MAROCCO
M,06/09/2003,MAROCCO,,MAROCCO
M,30/09/2013,MAROCCO,,MAROCCO
F,27/12/2018,MAROCCO,,MAROCCO
M,09/04/2001,MAROCCO,,MAROCCO
F,29/01/2003,MAROCCO,,MAROCCO
F,25/02/2017,MAROCCO,,MAROCCO
F,28/09/2005,MAROCCO,,MAROCCO
M,03/04/2004,MAROCCO,,MAROCCO
M,29/12/2008,MAROCCO,,MAROCCO
M,31/07/2003,MAROCCO,,MAROCCO
F,19/11/2008,MAROCCO,,MAROCCO
F,28/09/2015,MAROCCO,,MAROCCO
M,17/08/2010,MAROCCO,,MAROCCO
M,27/07/2002,MAROCCO,,MAROCCO
F,04/04/2011,MAROCCO,,MAROCCO
F,10/11/2007,MAROCCO,,MAROCCO
F,04/12/2017,MAROCCO,,MAROCCO
F,15/05/2003,MAROCCO,,MAROCCO
M,01/06/2012,MAROCCO,,MAROCCO
F,05/06/2009,MAROCCO,,MAROCCO
F,05/01/2008,MAROCCO,,MAROCCO
M,05/08/2003,MAROCCO,,MAROCCO
F,20/05/2013,MAROCCO,,MAROCCO
M,13/05/2013,MAROCCO,,MAROCCO
F,15/05/2008,MAROCCO,,MAROCCO
F,18/01/2020,MAROCCO,,MAROCCO
M,13/03/2014,MAROCCO,,MAROCCO
F,25/03/2010,MAROCCO,,MAROCCO
F,27/12/2011,MAROCCO,,MAROCCO
F,23/09/2006,MAROCCO,,MAROCCO
F,17/03/2007,MAROCCO,,MAROCCO
F,27/06/2006,MAROCCO,,MAROCCO
M,04/12/2017,MAROCCO,,MAROCCO
M,02/02/2010,MAROCCO,,MAROCCO
F,04/12/2017,MAROCCO,,MAROCCO
F,08/09/2009,MAROCCO,,MAROCCO
F,04/12/2017,MAROCCO,,MAROCCO
F,04/04/2002,MAROCCO,,MAROCCO
M,09/05/2012,MAROCCO,,MAROCCO
F,04/11/2009,MAROCCO,,MAROCCO
F,21/07/2003,MAROCCO,,MAROCCO
M,29/01/2003,MAROCCO,,MAROCCO
M,29/01/2003,MAROCCO,,MAROCCO
F,10/08/2015,MAROCCO,,MAROCCO
F,19/11/2002,MAROCCO,,MAROCCO
F,18/01/2005,MAROCCO,,MAROCCO
M,12/02/2016,MAROCCO,,MAROCCO
M,16/01/2010,MAROCCO,,MAROCCO
F,21/02/2006,MAROCCO,,MAROCCO
M,18/01/2020,MAROCCO,,MAROCCO
F,18/01/2020,MAROCCO,,MAROCCO
M,29/09/2007,MAROCCO,,MAROCCO
F,02/04/2020,MAROCCO,,MAROCCO
M,24/04/2004,MAROCCO,,MAROCCO
M,08/04/2009,MAROCCO,,MAROCCO
M,27/02/2001,MAROCCO,,MAROCCO
F,04/06/2002,MAROCCO,,MAROCCO
M,27/02/2001,MAROCCO,,MAROCCO
M,27/02/2001,MAROCCO,,MAROCCO
F,16/07/2018,MAROCCO,,MAROCCO
M,29/08/2008,MAROCCO,,MAROCCO
F,27/08/2010,MAROCCO,,MAROCCO
M,27/08/2010,MAROCCO,,MAROCCO
M,05/08/2009,MAROCCO,,MAROCCO
F,17/09/2010,MAROCCO,,MAROCCO
M,02/04/2002,MAROCCO,,MAROCCO
M,02/04/2002,MAROCCO,,MAROCCO
M,14/07/2014,MAROCCO,,MAROCCO
F,19/09/2011,MAROCCO,,MAROCCO
M,13/05/2008,MAROCCO,,MAROCCO
F,30/12/2015,MAROCCO,,MAROCCO
M,25/03/2010,MAROCCO,,MAROCCO
M,20/09/2006,MAROCCO,,MAROCCO
F,04/04/2013,MAROCCO,,MAROCCO
F,30/09/2020,MAROCCO,,MAROCCO
F,11/01/2017,MAROCCO,,MAROCCO
F,21/04/2009,MAROCCO,,MAROCCO
M,18/07/2003,MAROCCO,,MAROCCO
M,28/10/2008,MAROCCO,,MAROCCO
F,28/10/2008,MAROCCO,,MAROCCO
F,28/10/2008,MAROCCO,,MAROCCO
F,17/05/2004,MAROCCO,,MAROCCO
M,10/04/2008,MAROCCO,,MAROCCO
F,27/06/2012,MAROSTICA ,VI,ITALIA
M,12/10/2013,MARRUBIU ,OR,ITALIA
F,12/10/2013,MARRUBIU ,OR,ITALIA
M,18/11/2020,MARSALA ,TP,ITALIA
F,02/11/2011,MARSALA ,TP,ITALIA
M,03/09/2008,MARSALA ,TP,ITALIA
F,13/10/2008,MARSALA ,TP,ITALIA
F,03/09/2003,MARSICO NUOVO ,PZ,ITALIA
F,19/05/2010,MARTANO ,LE,ITALIA
M,13/11/2002,MARTANO ,LE,ITALIA
M,16/09/2013,MARTELLAGO ,VE,ITALIA
M,09/02/2015,MARTELLAGO ,VE,ITALIA
M,03/05/2002,MARTELLAGO ,VE,ITALIA
M,20/10/2010,MARTELLAGO ,VE,ITALIA
F,29/12/2007,MARTIGNACCO ,UD,ITALIA
M,29/12/2007,MARTIGNACCO ,UD,ITALIA
M,17/03/2006,MARTIGNACCO ,UD,ITALIA
F,24/05/2004,MARTINENGO ,BG,ITALIA
M,14/09/2002,MARTINENGO ,BG,ITALIA
M,14/09/2002,MARTINENGO ,BG,ITALIA
M,26/08/2014,MARTINENGO ,BG,ITALIA
F,26/08/2014,MARTINENGO ,BG,ITALIA
F,14/09/2002,MARTINENGO ,BG,ITALIA
M,09/11/2015,MARZANO APPIO ,CE,ITALIA
M,29/09/2000,MASCALUCIA ,CT,ITALIA
F,08/04/2014,MASCALUCIA ,CT,ITALIA
F,01/03/2007,MASER ,TV,ITALIA
F,01/10/2008,MASERÀ DI PADOVA ,PD,ITALIA
M,01/10/2008,MASERÀ DI PADOVA ,PD,ITALIA
M,06/09/2007,MASERADA SUL PIAVE ,TV,ITALIA
M,30/01/2004,MASERADA SUL PIAVE ,TV,ITALIA
F,08/04/2015,MASSA ,MS,ITALIA
M,10/05/2010,MASSA FISCAGLIA ,FE,ITALIA
F,13/12/2007,MATERA ,MT,ITALIA
M,28/09/2000,MATERA ,MT,ITALIA
M,17/03/2004,MATINO ,LE,ITALIA
M,11/11/2013,MAZARA DEL VALLO ,TP,ITALIA
F,03/09/2008,MAZARA DEL VALLO ,TP,ITALIA
M,12/09/2012,MAZARA DEL VALLO ,TP,ITALIA
F,03/09/2008,MAZARA DEL VALLO ,TP,ITALIA
F,08/03/2017,MAZARA DEL VALLO ,TP,ITALIA
M,26/09/2016,MAZZARINO ,CL,ITALIA
M,07/01/2017,MAZZARINO ,CL,ITALIA
F,07/01/2017,MAZZARINO ,CL,ITALIA
M,03/05/2012,MAZZARINO ,CL,ITALIA
F,22/03/2004,MAZZARINO ,CL,ITALIA
F,21/04/2009,MAZZARINO ,CL,ITALIA
M,08/04/2009,MAZZARINO ,CL,ITALIA
M,23/09/2003,MAZZARINO ,CL,ITALIA
F,01/12/2016,MAZZARINO ,CL,ITALIA
F,07/01/2017,MAZZARINO ,CL,ITALIA
M,03/03/2000,MEDUNA DI LIVENZA ,TV,ITALIA
M,06/09/2007,MEDUNA DI LIVENZA ,TV,ITALIA
F,20/05/2016,MEDUNA DI LIVENZA ,TV,ITALIA
F,10/05/2008,MEDUNA DI LIVENZA ,TV,ITALIA
F,11/01/2002,MEDUNA DI LIVENZA ,TV,ITALIA
M,20/12/2014,MEDUNA DI LIVENZA ,TV,ITALIA
M,30/06/2014,MEDUNA DI LIVENZA ,TV,ITALIA
M,28/07/2003,MEDUNA DI LIVENZA ,TV,ITALIA
M,10/08/2015,MEDUNA DI LIVENZA ,TV,ITALIA
M,23/11/2009,MEDUNA DI LIVENZA ,TV,ITALIA
M,15/07/2020,MEDUNA DI LIVENZA ,TV,ITALIA
F,16/02/2007,MEDUNA DI LIVENZA ,TV,ITALIA
M,28/04/2005,MEDUNA DI LIVENZA ,TV,ITALIA
F,08/01/2013,MEDUNA DI LIVENZA ,TV,ITALIA
F,27/12/2001,MEDUNA DI LIVENZA ,TV,ITALIA
M,27/06/2019,MEDUNA DI LIVENZA ,TV,ITALIA
F,20/12/2014,MEDUNA DI LIVENZA ,TV,ITALIA
F,23/11/2005,MEDUNA DI LIVENZA ,TV,ITALIA
F,28/07/2004,MEL ,BL,ITALIA
F,19/09/2016,MELEGNANO ,MI,ITALIA
F,27/08/2014,MELEGNANO ,MI,ITALIA
F,27/08/2014,MELEGNANO ,MI,ITALIA
M,27/08/2014,MELEGNANO ,MI,ITALIA
M,27/08/2014,MELEGNANO ,MI,ITALIA
M,09/07/2018,MELEGNANO ,MI,ITALIA
F,10/11/2011,MELENDUGNO ,LE,ITALIA
M,03/10/2006,MELFI ,PZ,ITALIA
M,03/10/2006,MELFI ,PZ,ITALIA
M,27/09/2006,MELFI ,PZ,ITALIA
F,03/10/2006,MELFI ,PZ,ITALIA
M,04/04/2009,MELICUCCO ,RC,ITALIA
F,25/06/2005,MELICUCCO ,RC,ITALIA
M,23/09/2010,MELICUCCO ,RC,ITALIA
F,23/09/2010,MELICUCCO ,RC,ITALIA
M,19/08/2019,MELILLI ,SR,ITALIA
M,04/09/2000,MELITO DI NAPOLI ,NA,ITALIA
F,02/07/2003,MELITO DI NAPOLI ,NA,ITALIA
M,29/02/2012,MELPIGNANO ,LE,ITALIA
M,24/03/2014,MELPIGNANO ,LE,ITALIA
M,11/06/2005,MELZO ,MI,ITALIA
F,14/02/2000,MENDICINO ,CS,ITALIA
M,14/02/2000,MENDICINO ,CS,ITALIA
M,13/01/2000,MENDICINO ,CS,ITALIA
F,14/02/2000,MENDICINO ,CS,ITALIA
M,07/10/2013,MENFI ,AG,ITALIA
M,18/06/2001,MENFI ,AG,ITALIA
M,17/09/2007,MENTANA ,RM,ITALIA
F,17/09/2007,MENTANA ,RM,ITALIA
M,10/02/2011,MEOLO ,VE,ITALIA
F,23/08/2005,MEOLO ,VE,ITALIA
F,08/10/2002,MEOLO ,VE,ITALIA
M,04/05/2006,MEOLO ,VE,ITALIA
F,13/05/2016,MEOLO ,VE,ITALIA
M,26/09/2014,MEOLO ,VE,ITALIA
M,21/02/2013,MEOLO ,VE,ITALIA
F,06/05/2005,MEOLO ,VE,ITALIA
M,06/05/2005,MEOLO ,VE,ITALIA
M,09/02/2011,MEOLO ,VE,ITALIA
M,08/10/2002,MEOLO ,VE,ITALIA
F,27/10/2020,MEOLO ,VE,ITALIA
M,24/08/2011,MERANO ,BZ,ITALIA
F,18/09/2012,MERANO ,BZ,ITALIA
M,18/01/2002,MERCATO SAN SEVERINO ,SA,ITALIA
F,12/12/2005,MERETO DI TOMBA ,UD,ITALIA
F,10/04/2014,MERETO DI TOMBA ,UD,ITALIA
M,04/05/2019,MERETO DI TOMBA ,UD,ITALIA
M,19/03/2016,MERETO DI TOMBA ,UD,ITALIA
M,24/08/2016,MESSINA,ME,ITALIA
M,19/09/2013,MESSINA,ME,ITALIA
M,11/06/2004,MESSINA,ME,ITALIA
F,13/05/2009,MESSINA,ME,ITALIA
M,15/03/2017,MESSINA,ME,ITALIA
F,18/05/2004,MESSINA,ME,ITALIA
M,01/12/2014,MESSINA,ME,ITALIA
F,27/09/2008,MESSINA,ME,ITALIA
M,02/02/2007,MESSINA,ME,ITALIA
F,27/09/2008,MESSINA,ME,ITALIA
M,27/09/2008,MESSINA,ME,ITALIA
M,27/09/2008,MESSINA,ME,ITALIA
M,13/05/2019,MESSINA,ME,ITALIA
F,28/08/2017,MESSINA,ME,ITALIA
F,24/08/2016,MESSINA,ME,ITALIA
M,01/07/2011,MESSINA,ME,ITALIA
F,28/08/2006,MESSINA,ME,ITALIA
M,12/09/2002,MESSINA,ME,ITALIA
M,30/01/2004,MESSINA,ME,ITALIA
M,05/09/2000,MEZZAGO ,MI,ITALIA
M,05/09/2000,MEZZAGO ,MI,ITALIA
M,05/09/2000,MEZZAGO ,MI,ITALIA
F,05/09/2000,MEZZAGO ,MI,ITALIA
M,05/12/2002,MEZZOLOMBARDO ,TN,ITALIA
M,29/12/2000,MIGLIARINO ,FE,ITALIA
M,14/12/2012,MILANO,MI,ITALIA
M,06/04/2005,MILANO,MI,ITALIA
F,21/02/2014,MILANO,MI,ITALIA
F,30/12/2002,MILANO,MI,ITALIA
M,20/03/2006,MILANO,MI,ITALIA
M,04/02/2009,MILANO,MI,ITALIA
F,17/10/2007,MILANO,MI,ITALIA
F,07/12/2015,MILANO,MI,ITALIA
M,09/07/2019,MILANO,MI,ITALIA
F,24/03/2010,MILANO,MI,ITALIA
F,06/10/2018,MILANO,MI,ITALIA
M,12/12/2007,MILANO,MI,ITALIA
M,03/04/2004,MILANO,MI,ITALIA
F,11/12/2002,MILANO,MI,ITALIA
F,30/07/2001,MILANO,MI,ITALIA
F,10/01/2005,MILANO,MI,ITALIA
F,24/09/2019,MILANO,MI,ITALIA
F,11/05/2005,MILANO,MI,ITALIA
M,30/12/2002,MILANO,MI,ITALIA
M,13/07/2007,MILANO,MI,ITALIA
M,30/09/2011,MILANO,MI,ITALIA
M,24/09/2019,MILANO,MI,ITALIA
M,24/09/2019,MILANO,MI,ITALIA
M,23/06/2018,MILANO,MI,ITALIA
M,22/02/2001,MILANO,MI,ITALIA
M,16/07/2019,MILANO,MI,ITALIA
F,29/12/1999,MILANO,MI,ITALIA
F,17/10/2013,MILANO,MI,ITALIA
F,22/02/2001,MILANO,MI,ITALIA
M,07/10/2005,MILANO,MI,ITALIA
F,14/06/2017,MILANO,MI,ITALIA
M,30/05/2011,MILANO,MI,ITALIA
F,07/07/2005,MILANO,MI,ITALIA
M,08/03/2008,MILANO,MI,ITALIA
M,13/03/2008,MILANO,MI,ITALIA
F,03/04/2002,MILANO,MI,ITALIA
M,27/01/2009,MILANO,MI,ITALIA
M,18/08/2014,MILANO,MI,ITALIA
M,23/10/2002,MILANO,MI,ITALIA
F,28/10/2013,MILANO,MI,ITALIA
M,26/02/2000,MILANO,MI,ITALIA
F,29/07/2008,MILANO,MI,ITALIA
M,17/10/2016,MILANO,MI,ITALIA
F,20/02/2002,MILANO,MI,ITALIA
M,20/02/2002,MILANO,MI,ITALIA
M,18/07/2001,MILANO,MI,ITALIA
M,24/07/2017,MILANO,MI,ITALIA
F,18/03/2006,MILANO,MI,ITALIA
F,15/01/2005,MILANO,MI,ITALIA
M,15/01/2005,MILANO,MI,ITALIA
