DATA ISCRIZIONE,DESCRIZIONE COMUNE PROVENIENZA,SIGLA PROVINCIA PROVENIENZA,STATO ESTERO DI PROVENIENZA
09/05/30,SAN MICHELE AL TAGLIAMENTO,VE,
14/09/37,SAN MICHELE AL TAGLIAMENTO,VE,
18/05/63,LATISANA,UD,
18/03/68,LATISANA,UD,
03/08/39,SAN MICHELE AL TAGLIAMENTO,VE,
09/01/68,LATISANA,UD,
17/08/71,LATISANA,UD,
13/06/52,PORTOGRUARO,VE,
03/06/69,LATISANA,UD,
09/05/77,CATANIA,CT,
12/07/55,SAN MICHELE AL TAGLIAMENTO,VE,
10/04/81,SVIZZERA,,SVIZZERA
18/10/78,ARABIA SAUDITA,,ARABIA SAUDITA
24/01/97,LIGNANO SABBIADORO,UD,
03/01/69,RONCHIS,UD,
07/07/99,TORREMAGGIORE,FG,
20/08/10,RONCHIS,UD,
28/08/70,PORTOGRUARO,VE,
28/08/70,PORTOGRUARO,VE,
28/08/70,PORTOGRUARO,VE,
16/09/74,LATISANA,UD,
07/11/47,SAN MICHELE AL TAGLIAMENTO,VE,
19/04/40,SAN MICHELE AL TAGLIAMENTO,VE,
03/11/64,LATISANA,UD,
16/03/46,LATISANA,UD,
09/05/70,ARZENE,PN,
22/10/70,LATISANA,UD,
07/09/42,SAN MICHELE AL TAGLIAMENTO,VE,
01/10/32,SAN MICHELE AL TAGLIAMENTO,VE,
14/06/57,SAN MICHELE AL TAGLIAMENTO,VE,
15/06/63,SAN MICHELE AL TAGLIAMENTO,VE,
25/09/74,CODROIPO,UD,
20/12/06,LIGNANO SABBIADORO,UD,
04/03/54,SAN MICHELE AL TAGLIAMENTO,VE,
20/11/62,PORTOGRUARO,VE,
16/09/74,BELGIO,,BELGIO
20/06/78,LATISANA,UD,
16/09/74,BELGIO,,BELGIO
06/07/82,LATISANA,UD,
12/10/82,LATISANA,UD,
09/12/64,LATISANA,UD,
30/11/46,LATISANA,UD,
21/07/73,SAN GIORGIO DI NOGARO,UD,
29/01/53,SAN MICHELE AL TAGLIAMENTO,VE,
05/06/73,LATISANA,UD,
28/01/64,PORTOGRUARO,VE,
18/11/70,VALVASONE,PN,
23/12/34,SAN MICHELE AL TAGLIAMENTO,VE,
03/01/77,PORTOGRUARO,VE,
20/12/17,SAPPADA,BL,
22/04/82,UDINE,UD,
22/01/53,BRENDOLA,VI,
17/12/38,NOVENTA DI PIAVE,VE,
20/11/72,FOGGIA,FG,
20/11/72,FOGGIA,FG,
20/11/72,FOGGIA,FG,
16/05/07,LATISANA,UD,
09/04/34,SAN MICHELE AL TAGLIAMENTO,VE,
12/11/66,LATISANA,UD,
09/05/59,LATISANA,UD,
07/10/59,SAN MICHELE AL TAGLIAMENTO,VE,
12/09/64,RIVIGNANO,UD,
09/04/19,MAURIZIO - ISOLE,,MAURITIUS
01/01/34,SAN MICHELE AL TAGLIAMENTO,VE,
22/09/33,LATISANA,UD,
06/06/73,PORDENONE,PN,
03/10/75,LATISANA,UD,
13/04/37,SAN MICHELE AL TAGLIAMENTO,VE,
22/01/75,LATISANA,UD,
24/07/31,SAN MICHELE AL TAGLIAMENTO,VE,
20/07/34,SAN MICHELE AL TAGLIAMENTO,VE,
27/09/72,LATISANA,UD,
03/04/76,PORTOGRUARO,VE,
03/04/76,PORTOGRUARO,VE,
03/04/76,PORTOGRUARO,VE,
20/10/78,MIANE,TV,
05/09/79,LATISANA,UD,
06/07/72,SESTO AL REGHENA,PN,
06/07/72,SESTO AL REGHENA,PN,
06/07/72,SESTO AL REGHENA,PN,
13/06/77,LATISANA,UD,
29/12/80,PERGOLA,PU,
29/12/80,PERGOLA,PU,
17/02/38,SAN MICHELE AL TAGLIAMENTO,VE,
10/11/44,SAN MICHELE AL TAGLIAMENTO,VE,
20/07/09,MAGHERNO,PV,
31/01/36,SAN MICHELE AL TAGLIAMENTO,VE,
30/05/59,SAN MICHELE AL TAGLIAMENTO,VE,
20/10/68,LATISANA,UD,
11/12/63,PORTOGRUARO,VE,
27/12/82,LATISANA,UD,
21/12/53,SAN MICHELE AL TAGLIAMENTO,VE,
30/08/62,SAN MICHELE AL TAGLIAMENTO,VE,
21/04/81,LATISANA,UD,
06/09/59,SAN MICHELE AL TAGLIAMENTO,VE,
14/09/62,SAN MICHELE AL TAGLIAMENTO,VE,
04/05/28,SAN MICHELE AL TAGLIAMENTO,VE,
04/12/54,SAN MICHELE AL TAGLIAMENTO,VE,
15/11/56,SAN MICHELE AL TAGLIAMENTO,VE,
24/02/15,MARTIGNACCO,UD,
06/02/64,FRANCIA,,FRANCIA
06/02/64,FRANCIA,,FRANCIA
28/01/09,PORTOGRUARO,VE,
19/11/73,CAORLE,VE,
17/01/17,LATISANA,UD,
06/02/34,FOSSALTA DI PORTOGRUARO,VE,
20/11/62,LATISANA,UD,
27/08/37,SAN MICHELE AL TAGLIAMENTO,VE,
11/06/62,LATISANA,UD,
21/08/29,SAN MICHELE AL TAGLIAMENTO,VE,
05/09/59,SAN MICHELE AL TAGLIAMENTO,VE,
08/09/62,SAN MICHELE AL TAGLIAMENTO,VE,
30/07/69,LATISANA,UD,
12/06/39,SAN MICHELE AL TAGLIAMENTO,VE,
05/07/68,LATISANA,UD,
04/04/73,SPILIMBERGO,PN,
04/04/73,SPILIMBERGO,PN,
18/12/93,LATISANA,UD,
19/05/31,SAN MICHELE AL TAGLIAMENTO,VE,
10/04/39,SAN MICHELE AL TAGLIAMENTO,VE,
02/07/48,SAN MICHELE AL TAGLIAMENTO,VE,
27/04/63,TORINO,TO,
04/05/76,FIUMICELLO,UD,
13/03/64,GLARONA,,SVIZZERA
12/02/77,LATISANA,UD,
04/12/00,SESTO AL REGHENA,PN,
28/06/80,LATISANA,UD,
08/09/49,SAN MICHELE AL TAGLIAMENTO,VE,
11/03/42,SAN MICHELE AL TAGLIAMENTO,VE,
30/06/44,FOSSALTA DI PORTOGRUARO,VE,
21/02/67,SAN VITO AL TAGLIAMENTO,PN,
31/08/49,SAN MICHELE AL TAGLIAMENTO,VE,
06/12/75,LATISANA,UD,
02/10/51,UDINE,UD,
16/04/80,MORSANO AL TAGLIAMENTO,PN,
24/06/80,SAN VITO AL TAGLIAMENTO,PN,
23/01/70,MILANO,MI,
22/11/40,SAN MICHELE AL TAGLIAMENTO,VE,
19/04/53,SAN MICHELE AL TAGLIAMENTO,VE,
14/01/53,LAMON,BL,
13/05/66,LATISANA,UD,
15/04/73,LATISANA,UD,
29/10/76,LATISANA,UD,
07/01/32,SAN MICHELE AL TAGLIAMENTO,VE,
07/01/39,SAN MICHELE AL TAGLIAMENTO,VE,
02/09/63,LATISANA,UD,
02/01/12,LATISANA,UD,
30/06/44,FOSSALTA DI PORTOGRUARO,VE,
28/04/37,SAN MICHELE AL TAGLIAMENTO,VE,
16/07/62,SAN MICHELE AL TAGLIAMENTO,VE,
12/11/68,SAINT IMIER,,SVIZZERA
16/03/68,AIX LES BAINS,,FRANCIA
13/11/73,LATISANA,UD,
01/10/60,PORTOGRUARO,VE,
09/12/61,ZOPPOLA,PN,
01/10/60,PORTOGRUARO,VE,
17/02/62,SAN MICHELE AL TAGLIAMENTO,VE,
23/03/57,SAN MICHELE AL TAGLIAMENTO,VE,
02/07/64,LATISANA,UD,
26/02/81,LATISANA,UD,
01/08/34,SAN MICHELE AL TAGLIAMENTO,VE,
18/04/56,LATISANA,UD,
27/01/14,WEST COLUMBIA - SOUTH CAROLINA,,STATI UNITI D'AMERICA
17/04/58,PORTOGRUARO,VE,
11/02/14,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
22/04/59,SAINT GILLES,,FRANCIA
08/02/06,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
26/05/24,SAN MICHELE AL TAGLIAMENTO,VE,
19/08/45,SAN MICHELE AL TAGLIAMENTO,VE,
17/07/53,SAN MICHELE AL TAGLIAMENTO,VE,
24/11/73,LATISANA,UD,
09/11/46,LATISANA,UD,
22/04/38,SAN MICHELE AL TAGLIAMENTO,VE,
23/08/61,SAN MICHELE AL TAGLIAMENTO,VE,
09/02/74,GERMANIA,,GERMANIA
02/03/64,LATISANA,UD,
09/02/74,GERMANIA,,GERMANIA
09/02/74,GERMANIA,,GERMANIA
22/05/61,LATISANA,UD,
22/01/68,PORTOGRUARO,VE,
29/04/48,SAN MICHELE AL TAGLIAMENTO,VE,
11/07/65,PORTOGRUARO,VE,
03/05/16,FOSSALTA DI PORTOGRUARO,VE,
10/07/77,LATISANA,UD,
19/06/27,SAN MICHELE AL TAGLIAMENTO,VE,
14/11/63,LATISANA,UD,
04/02/67,LATISANA,UD,
27/11/34,FOSSALTA DI PORTOGRUARO,VE,
03/04/52,SAN MICHELE AL TAGLIAMENTO,VE,
23/04/62,SAN MICHELE AL TAGLIAMENTO,VE,
13/10/70,LATISANA,UD,
04/12/45,LATISANA,UD,
30/08/57,SAN MICHELE AL TAGLIAMENTO,VE,
22/04/63,VARMO,UD,
12/03/64,CODROIPO,UD,
13/02/28,SAN MICHELE AL TAGLIAMENTO,VE,
30/10/02,PORTOGRUARO,VE,
02/06/72,LATISANA,UD,
23/02/36,SAN MICHELE AL TAGLIAMENTO,VE,
07/09/67,LATISANA,UD,
07/05/64,LATISANA,UD,
27/11/70,LATISANA,UD,
05/10/73,BELGIO,,BELGIO
17/06/58,SALLANCHES,,FRANCIA
12/08/65,LATISANA,UD,
01/07/62,LATISANA,UD,
09/04/51,SAN MICHELE AL TAGLIAMENTO,VE,
18/10/77,FIUME VENETO,PN,
20/07/64,SANT'ANGELO IN LIZZOLA,PU,
14/02/81,SAN VITO AL TAGLIAMENTO,PN,
15/02/95,TRIESTE,TS,
02/01/69,LATISANA,UD,
15/12/70,LATISANA,UD,
15/03/08,PORTOGRUARO,VE,
19/06/29,SAN MICHELE AL TAGLIAMENTO,VE,
25/08/14,PORTOGRUARO,VE,
30/06/60,SAN MICHELE AL TAGLIAMENTO,VE,
05/10/63,LATISANA,UD,
29/08/48,SAN MICHELE AL TAGLIAMENTO,VE,
25/12/36,CAORLE,VE,
17/12/60,SAN MICHELE AL TAGLIAMENTO,VE,
21/02/64,LATISANA,UD,
21/08/42,PORTOGRUARO,VE,
05/10/73,BELGIO,,BELGIO
11/08/75,LATISANA,UD,
02/08/80,LATISANA,UD,
07/10/38,SAN MICHELE AL TAGLIAMENTO,VE,
05/11/62,SAN MICHELE AL TAGLIAMENTO,VE,
23/11/64,LATISANA,UD,
23/11/64,LATISANA,UD,
23/10/37,SAN MICHELE AL TAGLIAMENTO,VE,
16/06/40,SAN MICHELE AL TAGLIAMENTO,VE,
10/10/68,LATISANA,UD,
17/11/61,LATISANA,UD,
10/06/62,SAN MICHELE AL TAGLIAMENTO,VE,
07/06/67,LATISANA,UD,
05/09/33,SAN MICHELE AL TAGLIAMENTO,VE,
23/07/33,SAN MICHELE AL TAGLIAMENTO,VE,
04/12/42,CAORLE,VE,
10/11/72,LATISANA,UD,
15/01/82,SAONARA,PD,
01/09/61,BELGIO,,BELGIO
15/01/82,SAONARA,PD,
04/11/82,LATISANA,UD,
27/04/82,GERMANIA,,GERMANIA
27/04/82,GERMANIA,,GERMANIA
04/05/78,PISTOIA,PT,
01/03/63,AQUILEIA,UD,
01/03/63,AQUILEIA,UD,
14/08/71,LATISANA,UD,
20/09/57,FOSSALTA DI PORTOGRUARO,VE,
09/10/64,LATISANA,UD,
10/05/97,PORTOGRUARO,VE,
24/01/52,SAN MICHELE AL TAGLIAMENTO,VE,
13/11/53,SAN MICHELE AL TAGLIAMENTO,VE,
30/10/54,PORTOGRUARO,VE,
19/07/68,PORTOGRUARO,VE,
16/08/61,SAN MICHELE AL TAGLIAMENTO,VE,
30/08/80,LATISANA,UD,
28/06/82,SVIZZERA,,SVIZZERA
28/06/82,SVIZZERA,,SVIZZERA
23/09/99,LATISANA,UD,
29/04/58,LATISANA,UD,
09/07/02,COLONIA,,GERMANIA
09/07/02,COLONIA,,GERMANIA
11/02/70,LATISANA,UD,
11/02/70,LATISANA,UD,
23/04/54,SAN MICHELE AL TAGLIAMENTO,VE,
20/03/75,LATISANA,UD,
08/07/82,SALERNO,SA,
10/07/00,LATISANA,UD,
02/04/52,SAN MICHELE AL TAGLIAMENTO,VE,
12/12/66,FOSSALTA DI PORTOGRUARO,VE,
26/10/75,LATISANA,UD,
16/03/77,LATISANA,UD,
20/04/68,PALAZZOLO DELLO STELLA,UD,
06/03/76,ASOLO,TV,
20/04/68,PALAZZOLO DELLO STELLA,UD,
12/07/10,UDINE,UD,
17/12/48,SAN MICHELE AL TAGLIAMENTO,VE,
21/08/54,LATISANA,UD,
31/10/72,LATISANA,UD,
28/01/49,SAN MICHELE AL TAGLIAMENTO,VE,
29/03/46,SAN MICHELE AL TAGLIAMENTO,VE,
28/01/74,MANIAGO,PN,
15/09/56,SAN MICHELE AL TAGLIAMENTO,VE,
07/09/40,SAN MICHELE AL TAGLIAMENTO,VE,
04/02/78,LATISANA,UD,
02/09/38,SAN MICHELE AL TAGLIAMENTO,VE,
23/02/78,AZZANO DECIMO,PN,
29/03/53,SAN MICHELE AL TAGLIAMENTO,VE,
09/05/56,SAN MICHELE AL TAGLIAMENTO,VE,
08/11/56,LATISANA,UD,
10/02/47,SAN MICHELE AL TAGLIAMENTO,VE,
26/02/73,TORINO,TO,
25/02/75,LATISANA,UD,
12/06/69,MIRANO,VE,
11/09/80,FRANCIA,,FRANCIA
12/06/69,MIRANO,VE,
19/09/15,LATISANA,UD,
13/04/73,FOSSALTA DI PORTOGRUARO,VE,
13/04/73,FOSSALTA DI PORTOGRUARO,VE,
13/04/73,FOSSALTA DI PORTOGRUARO,VE,
17/02/39,SAN MICHELE AL TAGLIAMENTO,VE,
22/12/15,RONCHIS,UD,
09/01/54,SAN MICHELE AL TAGLIAMENTO,VE,
12/10/78,CODROIPO,UD,
31/08/81,LATISANA,UD,
06/05/72,PORTOGRUARO,VE,
17/11/79,LATISANA,UD,
27/01/62,SAN MICHELE AL TAGLIAMENTO,VE,
19/07/10,PORTOGRUARO,VE,
05/09/78,ERACLEA,VE,
05/09/78,ERACLEA,VE,
22/07/02,LATISANA,UD,
15/02/56,SAN MICHELE AL TAGLIAMENTO,VE,
26/12/39,SAN MICHELE AL TAGLIAMENTO,VE,
20/06/52,SAN MICHELE AL TAGLIAMENTO,VE,
25/02/74,LATISANA,UD,
07/09/54,SAN MICHELE AL TAGLIAMENTO,VE,
27/10/82,CEGGIA,VE,
07/03/50,LATISANA,UD,
10/06/57,SAN MICHELE AL TAGLIAMENTO,VE,
04/01/48,SAN MICHELE AL TAGLIAMENTO,VE,
28/10/72,PORTOGRUARO,VE,
23/11/55,LATISANA,UD,
20/10/47,ROMA,RM,
05/03/58,SAN MICHELE AL TAGLIAMENTO,VE,
17/05/82,MORSANO AL TAGLIAMENTO,PN,
31/01/59,ZOPPOLA,PN,
15/06/59,SAN MICHELE AL TAGLIAMENTO,VE,
06/10/86,MORSANO AL TAGLIAMENTO,PN,
07/10/92,RONCHIS,UD,
01/01/39,SAN MICHELE AL TAGLIAMENTO,VE,
24/07/46,SAN MICHELE AL TAGLIAMENTO,VE,
24/01/63,LATISANA,UD,
13/11/72,MORSANO AL TAGLIAMENTO,PN,
29/04/16,LATISANA,UD,
29/10/37,SAN MICHELE AL TAGLIAMENTO,VE,
24/08/60,SAN VITO AL TAGLIAMENTO,PN,
07/01/75,PALAZZOLO DELLO STELLA,UD,
13/01/16,FOSSALTA DI PORTOGRUARO,VE,
12/02/70,MORSANO AL TAGLIAMENTO,PN,
06/01/40,SAN MICHELE AL TAGLIAMENTO,VE,
12/05/43,SAN MICHELE AL TAGLIAMENTO,VE,
20/08/66,ESCH SUR ALZETTE,,LUSSEMBURGO
02/09/70,LATISANA,UD,
16/01/57,SAN MICHELE AL TAGLIAMENTO,VE,
24/04/37,SAN MICHELE AL TAGLIAMENTO,VE,
05/11/55,SAN VITO AL TAGLIAMENTO,PN,
10/02/65,MORSANO AL TAGLIAMENTO,PN,
06/04/56,SAN VITO AL TAGLIAMENTO,PN,
14/05/67,SAN VITO AL TAGLIAMENTO,PN,
12/09/69,SAN VITO AL TAGLIAMENTO,PN,
28/03/71,LATISANA,UD,
04/02/75,LATISANA,UD,
07/10/76,NAPOLI,NA,
27/10/79,LATISANA,UD,
27/10/79,LATISANA,UD,
27/10/79,LATISANA,UD,
07/10/76,NAPOLI,NA,
13/12/77,NAPOLI,NA,
23/04/79,LATISANA,UD,
21/01/69,LATISANA,UD,
23/04/79,LATISANA,UD,
24/09/70,LATISANA,UD,
16/09/68,LATISANA,UD,
01/06/81,LATISANA,UD,
01/03/76,SAN GIORGIO DELLA RICHINVELDA,PN,
01/06/81,LATISANA,UD,
19/08/06,SAN GIORGIO DELLA RICHINVELDA,PN,
26/09/82,LATISANA,UD,
15/12/48,LATISANA,UD,
23/11/46,SAN MICHELE AL TAGLIAMENTO,VE,
18/03/74,RONCHIS,UD,
24/09/74,LATISANA,UD,
12/11/79,LATISANA,UD,
18/11/55,LATISANA,UD,
31/01/48,SAN MICHELE AL TAGLIAMENTO,VE,
15/02/50,SAN MICHELE AL TAGLIAMENTO,VE,
11/10/76,SAN VITO AL TAGLIAMENTO,PN,
31/01/48,SAN MICHELE AL TAGLIAMENTO,VE,
09/10/75,MANZANO,UD,
12/12/46,SAN MICHELE AL TAGLIAMENTO,VE,
23/12/57,LATISANA,UD,
01/09/31,LOREO,RO,
21/10/63,LATISANA,UD,
29/04/67,LATISANA,UD,
18/06/39,SAN MICHELE AL TAGLIAMENTO,VE,
01/01/64,LATISANA,UD,
15/01/65,LATISANA,UD,
02/03/44,SAN MICHELE AL TAGLIAMENTO,VE,
12/11/64,FOSSALTA DI PORTOGRUARO,VE,
08/05/67,LATISANA,UD,
30/05/71,LATISANA,UD,
05/10/48,SAN MICHELE AL TAGLIAMENTO,VE,
06/09/53,SAN MICHELE AL TAGLIAMENTO,VE,
05/05/78,PORTOGRUARO,VE,
07/09/20,SAN VITO AL TAGLIAMENTO,PN,
17/02/46,SAN MICHELE AL TAGLIAMENTO,VE,
23/03/56,SAN MICHELE AL TAGLIAMENTO,VE,
12/05/31,SAN MICHELE AL TAGLIAMENTO,VE,
24/06/56,SAN MICHELE AL TAGLIAMENTO,VE,
11/02/61,SAN MICHELE AL TAGLIAMENTO,VE,
05/10/40,SAN MICHELE AL TAGLIAMENTO,VE,
02/09/40,SAN MICHELE AL TAGLIAMENTO,VE,
23/09/88,LATISANA,UD,
19/02/41,SAN MICHELE AL TAGLIAMENTO,VE,
06/05/67,LONGARONE,BL,
21/01/43,JESOLO,VE,
22/02/58,PORTOGRUARO,VE,
04/12/58,SAN MICHELE AL TAGLIAMENTO,VE,
14/09/60,PORTOGRUARO,VE,
15/12/62,SAN MICHELE AL TAGLIAMENTO,VE,
21/05/49,SAN MICHELE AL TAGLIAMENTO,VE,
11/01/75,LATISANA,UD,
07/10/15,LATISANA,UD,
16/03/45,RONCHIS,UD,
24/01/49,SAN MICHELE AL TAGLIAMENTO,VE,
03/03/72,LATISANA,UD,
29/04/81,FRANCIA,,FRANCIA
29/04/81,FRANCIA,,FRANCIA
24/05/42,LATISANA,UD,
06/11/72,MONTECCHIO MAGGIORE,VI,
06/03/78,BELGIO,,BELGIO
09/09/50,SAN MICHELE AL TAGLIAMENTO,VE,
04/01/68,LATISANA,UD,
29/03/51,SAN MICHELE AL TAGLIAMENTO,VE,
19/12/50,SAN MICHELE AL TAGLIAMENTO,VE,
23/09/78,LATISANA,UD,
11/08/79,LATISANA,UD,
06/01/31,SAN MICHELE AL TAGLIAMENTO,VE,
17/12/97,CASSACCO,UD,
31/05/67,LATISANA,UD,
23/10/35,SAN MICHELE AL TAGLIAMENTO,VE,
08/11/57,SAN MICHELE AL TAGLIAMENTO,VE,
06/08/33,LATISANA,UD,
31/07/70,LUSSEMBURGO,,LUSSEMBURGO
31/07/70,LUSSEMBURGO,,LUSSEMBURGO
31/07/70,LUSSEMBURGO,,LUSSEMBURGO
30/03/99,PULFERO,UD,
30/05/94,LATISANA,UD,
26/07/46,SAN VITO AL TAGLIAMENTO,PN,
01/03/71,YUGOSLAVIA,,IUGOSLAVIA
15/09/73,SAN VITO AL TAGLIAMENTO,PN,
07/02/32,SAN MICHELE AL TAGLIAMENTO,VE,
22/02/64,LATISANA,UD,
27/10/65,LATISANA,UD,
01/09/00,SAN STINO DI LIVENZA,VE,
30/10/69,LATISANA,UD,
07/01/77,PORTOGRUARO,VE,
18/12/36,SAN MICHELE AL TAGLIAMENTO,VE,
26/12/61,SAN MICHELE AL TAGLIAMENTO,VE,
29/09/66,LATISANA,UD,
01/04/63,SANGANO,TO,
05/01/06,SAN GIULIANO MILANESE,MI,
28/04/08,TAVAGNACCO,UD,
09/02/52,LATISANA,UD,
21/02/53,SAN MICHELE AL TAGLIAMENTO,VE,
02/08/64,BELGIO,,BELGIO
02/08/64,BELGIO,,BELGIO
13/01/78,SAGRADO,GO,
11/09/46,SAN MICHELE AL TAGLIAMENTO,VE,
26/05/78,ISOLE DELLA NUOVA CALEDONIA,,NUOVA CALEDONIA
26/05/78,ISOLE DELLA NUOVA CALEDONIA,,NUOVA CALEDONIA
07/05/74,SAN VITO AL TAGLIAMENTO,PN,
01/11/47,SAN MICHELE AL TAGLIAMENTO,VE,
28/09/51,SAN MICHELE AL TAGLIAMENTO,VE,
06/07/49,SAN MICHELE AL TAGLIAMENTO,VE,
26/07/75,SAN VITO AL TAGLIAMENTO,PN,
23/09/10,PORTOGRUARO,VE,
12/05/65,LATISANA,UD,
31/01/58,SAN MICHELE AL TAGLIAMENTO,VE,
11/07/44,SAN MICHELE AL TAGLIAMENTO,VE,
03/09/46,SAN MICHELE AL TAGLIAMENTO,VE,
15/10/69,SAN VITO AL TAGLIAMENTO,PN,
11/10/01,LIGNANO SABBIADORO,UD,
28/12/05,CONCORDIA SAGITTARIA,VE,
25/02/25,SAN MICHELE AL TAGLIAMENTO,VE,
12/09/41,SAN MICHELE AL TAGLIAMENTO,VE,
24/06/61,SAN MICHELE AL TAGLIAMENTO,VE,
24/10/45,SAN MICHELE AL TAGLIAMENTO,VE,
01/08/61,MORSANO AL TAGLIAMENTO,PN,
05/09/11,MORSANO AL TAGLIAMENTO,PN,
11/08/11,MORSANO AL TAGLIAMENTO,PN,
04/11/36,SAN MICHELE AL TAGLIAMENTO,VE,
03/11/57,SAN MICHELE AL TAGLIAMENTO,VE,
25/11/58,SAN MICHELE AL TAGLIAMENTO,VE,
14/09/62,SAN MICHELE AL TAGLIAMENTO,VE,
30/12/81,SAN VITO AL TAGLIAMENTO,PN,
22/07/81,TEOR,UD,
12/09/73,MILANO,MI,
12/09/73,MILANO,MI,
21/03/74,SAN VITO AL TAGLIAMENTO,PN,
13/01/30,LATISANA,UD,
17/11/66,LUSSEMBURGO,,LUSSEMBURGO
27/01/35,SAN MICHELE AL TAGLIAMENTO,VE,
25/10/11,MORSANO AL TAGLIAMENTO,PN,
25/04/39,SAN MICHELE AL TAGLIAMENTO,VE,
28/09/42,SAN MICHELE AL TAGLIAMENTO,VE,
01/01/41,SAN MICHELE AL TAGLIAMENTO,VE,
22/01/68,SAN VITO AL TAGLIAMENTO,PN,
30/11/70,SAN VITO AL TAGLIAMENTO,PN,
21/07/80,TORINO,TO,
21/07/80,TORINO,TO,
14/04/54,SAN MICHELE AL TAGLIAMENTO,VE,
06/03/74,MORSANO AL TAGLIAMENTO,PN,
21/11/80,SAN VITO AL TAGLIAMENTO,PN,
16/08/51,SAN MICHELE AL TAGLIAMENTO,VE,
13/02/74,LATISANA,UD,
15/05/13,SPILIMBERGO,PN,
07/01/86,CONCORDIA SAGITTARIA,VE,
15/01/46,SAN MICHELE AL TAGLIAMENTO,VE,
07/06/43,SAN MICHELE AL TAGLIAMENTO,VE,
19/02/04,LATISANA,UD,
19/08/49,SAN MICHELE AL TAGLIAMENTO,VE,
03/12/80,TEOR,UD,
27/01/82,LATISANA,UD,
03/09/02,LATISANA,UD,
18/03/74,RONCHIS,UD,
18/03/74,RONCHIS,UD,
08/11/57,SAN MICHELE AL TAGLIAMENTO,VE,
03/04/58,SAN MICHELE AL TAGLIAMENTO,VE,
03/03/35,SAN MICHELE AL TAGLIAMENTO,VE,
08/06/74,LATISANA,UD,
11/09/51,SAN MICHELE AL TAGLIAMENTO,VE,
17/04/58,SAN MICHELE AL TAGLIAMENTO,VE,
09/12/63,LATISANA,UD,
10/10/69,FRANCIA,,FRANCIA
10/10/69,FRANCIA,,FRANCIA
14/03/48,SAN MICHELE AL TAGLIAMENTO,VE,
20/01/53,SAN MICHELE AL TAGLIAMENTO,VE,
20/06/71,LATISANA,UD,
25/08/74,LATISANA,UD,
22/03/67,LATISANA,UD,
11/05/69,LATISANA,UD,
23/04/62,LATISANA,UD,
05/06/56,MILANO,MI,
21/11/60,SAN MICHELE AL TAGLIAMENTO,VE,
16/05/39,SAN MICHELE AL TAGLIAMENTO,VE,
10/05/80,LATISANA,UD,
10/05/80,LATISANA,UD,
10/05/80,LATISANA,UD,
24/12/70,PORTOGRUARO,VE,
24/12/70,PORTOGRUARO,VE,
24/12/70,PORTOGRUARO,VE,
08/02/71,LATISANA,UD,
18/01/96,SANTA MARINELLA,RM,
02/12/77,ROMA,RM,
16/08/62,GRUARO,VE,
09/12/65,LATISANA,UD,
25/08/75,LATISANA,UD,
10/10/65,UDINE,UD,
31/12/68,PORTOGRUARO,VE,
11/03/76,UDINE,UD,
24/01/56,SAN MICHELE AL TAGLIAMENTO,VE,
20/11/61,PORTOGRUARO,VE,
26/12/49,SAN MICHELE AL TAGLIAMENTO,VE,
15/11/77,UDINE,UD,
19/10/79,LATISANA,UD,
08/10/60,BAGNOLI DI SOPRA,PD,
05/03/74,LIGNANO SABBIADORO,UD,
22/08/40,SAN MICHELE AL TAGLIAMENTO,VE,
21/02/64,LATISANA,UD,
18/05/62,SAN MICHELE AL TAGLIAMENTO,VE,
19/01/17,LATISANA,UD,
10/04/78,SAN DONÀ DI PIAVE,VE,
03/02/67,GERMANIA,,GERMANIA
08/12/50,SAN MICHELE AL TAGLIAMENTO,VE,
31/01/20,NEW YORK,,STATI UNITI D'AMERICA
16/09/68,PORTOGRUARO,VE,
26/12/72,LATISANA,UD,
16/09/68,PORTOGRUARO,VE,
05/06/82,LATISANA,UD,
23/01/28,SAN MICHELE AL TAGLIAMENTO,VE,
29/03/51,LATISANA,UD,
23/02/76,LATISANA,UD,
09/11/77,LATISANA,UD,
04/08/80,FRANCIA,,FRANCIA
04/08/80,FRANCIA,,FRANCIA
04/08/80,FRANCIA,,FRANCIA
04/08/80,FRANCIA,,FRANCIA
24/02/66,LATISANA,UD,
26/03/67,LATISANA,UD,
27/05/60,SAN MICHELE AL TAGLIAMENTO,VE,
05/07/57,SAN MICHELE AL TAGLIAMENTO,VE,
20/05/82,LATISANA,UD,
13/04/70,BORGO SAN SIRO,PV,
24/04/72,LATISANA,UD,
23/04/81,LATISANA,UD,
26/06/46,SAN MICHELE AL TAGLIAMENTO,VE,
21/04/01,LATISANA,UD,
02/07/46,SAN MICHELE AL TAGLIAMENTO,VE,
12/08/46,SAN MICHELE AL TAGLIAMENTO,VE,
02/07/71,LATISANA,UD,
27/11/73,LATISANA,UD,
20/02/71,PORTOGRUARO,VE,
13/09/45,SAN MICHELE AL TAGLIAMENTO,VE,
06/02/79,LATISANA,UD,
12/02/71,SOLETO,LE,
20/01/32,SAN MICHELE AL TAGLIAMENTO,VE,
06/05/67,LATISANA,UD,
15/06/71,LATISANA,UD,
16/09/42,SAN MICHELE AL TAGLIAMENTO,VE,
11/05/76,MANZANO,UD,
02/12/34,SAN MICHELE AL TAGLIAMENTO,VE,
15/12/55,PORTOGRUARO,VE,
